task_key,house_index,target_synset,success,episode_length,expert_length,broad_target_ids_json,broad_target_count,candidate_asset_bbox_count,physical_size_volume,physical_size_max_side,physical_size_status,failure_termination_type,initial_target_distance,max_nav_visible_pixels,has_agent_been_in_room,raw_source_status
ObjectNavType/val/011933/raw_navigation_camera__0.mp4,11933,apple.n.01,True,288,46,"[""Apple|8|59""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/005093/raw_navigation_camera__0.mp4,5093,mug.n.04,True,11,53,"[""ObjaMug|2|1""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013419/raw_navigation_camera__0.mp4,13419,ashcan.n.01,False,600,46,"[""ObjaTrashCan|5|2"", ""ObjaTrashCan|7|3""]",2,2,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013137/raw_navigation_camera__0.mp4,13137,toilet.n.02,True,50,57,"[""Toilet|5|0"", ""Toilet|7|2""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/001095/raw_navigation_camera__0.mp4,1095,basketball.n.02,True,21,24,"[""ObjaBasketball|2|0""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/002819/raw_navigation_camera__0.mp4,2819,basketball.n.02,False,600,70,"[""ObjaBasketball|6|50""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011097/raw_navigation_camera__0.mp4,11097,vase.n.01,True,553,88,"[""Vase|2|38""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014561/raw_navigation_camera__0.mp4,14561,bowl.n.03,True,15,17,"[""Bowl|4|7"", ""Bowl|8|42"", ""Bowl|9|57""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014891/raw_navigation_camera__0.mp4,14891,television_receiver.n.01,True,110,42,"[""television|7|0|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014788/raw_navigation_camera__0.mp4,14788,television_receiver.n.01,True,31,42,"[""television|7|1|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/000420/raw_navigation_camera__0.mp4,420,mug.n.04,False,8,24,"[""ObjaMilkshake|6|0"", ""ObjaMug|2|33""]",2,2,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013337/raw_navigation_camera__0.mp4,13337,sofa.n.01,True,3,12,"[""Sofa|7|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012692/raw_navigation_camera__0.mp4,12692,bed.n.01,True,408,70,"[""Bed|6|1"", ""double-pillow|7|1|0"", ""single-pillow|8|1|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014537/raw_navigation_camera__0.mp4,14537,atomizer.n.01,True,7,15,"[""SprayBottle|5|20"", ""SprayBottle|6|31""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011033/raw_navigation_camera__0.mp4,11033,vase.n.01,True,7,14,"[""ObjaVase|8|41"", ""Vase|6|32"", ""Vase|9|61""]",3,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014326/raw_navigation_camera__0.mp4,14326,houseplant.n.01,True,8,17,"[""HousePlant|6|7"", ""floor-house-plant|2|5|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014975/raw_navigation_camera__0.mp4,14975,ashcan.n.01,True,53,67,"[""GarbageCan|3|2"", ""ObjaTrashCan|3|3""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013859/raw_navigation_camera__0.mp4,13859,bed.n.01,True,29,48,"[""single-pillow|2|1|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/008828/raw_navigation_camera__0.mp4,8828,mug.n.04,False,600,70,"[""ObjaMug|6|17""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/011599/raw_navigation_camera__0.mp4,11599,straight_chair.n.01,True,5,12,"[""chair-diningtable-2|6|1|1"", ""chair-diningtable-2|6|1|2"", ""chair-diningtable|4|4|1""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014895/raw_navigation_camera__0.mp4,14895,alarm_clock.n.01,True,115,506,"[""AlarmClock|4|10""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012080/raw_navigation_camera__0.mp4,12080,ashcan.n.01,True,69,141,"[""GarbageCan|5|5"", ""ObjaTrashCan|5|3""]",2,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012045/raw_navigation_camera__0.mp4,12045,television_receiver.n.01,True,41,51,"[""2|3"", ""7|2""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013623/raw_navigation_camera__0.mp4,13623,alarm_clock.n.01,False,136,92,"[""AlarmClock|4|11""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013812/raw_navigation_camera__0.mp4,13812,television_receiver.n.01,True,31,36,"[""6|5"", ""television|9|2|1""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014299/raw_navigation_camera__0.mp4,14299,houseplant.n.01,True,49,63,"[""HousePlant|6|25"", ""floor-house-plant|8|3|0""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/004110/raw_navigation_camera__0.mp4,4110,basketball.n.02,True,88,47,"[""BasketBall|4|1""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013018/raw_navigation_camera__0.mp4,13018,toilet.n.02,True,158,48,"[""Toilet|5|0""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/010846/raw_navigation_camera__0.mp4,10846,atomizer.n.01,True,68,23,"[""SprayBottle|3|17""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/013422/raw_navigation_camera__0.mp4,13422,alarm_clock.n.01,False,600,191,"[""AlarmClock|4|8"", ""AlarmClock|6|29""]",2,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,True,13,40,"[""Vase|2|45"", ""Vase|6|20"", ""Vase|7|30""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014915/raw_navigation_camera__0.mp4,14915,bed.n.01,True,54,59,"[""Bed|6|1"", ""Bed|7|0"", ""Bed|8|0""]",3,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014314/raw_navigation_camera__0.mp4,14314,straight_chair.n.01,True,37,135,"[""chair-diningtable-4|4|0|1"", ""chair-diningtable-4|4|0|2"", ""chair-diningtable-4|4|0|3"", ""chair-diningtable-4|4|0|4"", ""chair-diningtable|3|3|1""]",5,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/012479/raw_navigation_camera__0.mp4,12479,atomizer.n.01,False,16,28,"[""SprayBottle|2|14""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,True,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/014568/raw_navigation_camera__0.mp4,14568,atomizer.n.01,False,113,158,"[""SprayBottle|7|28""]",1,0,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
ObjectNavType/val/008224/raw_navigation_camera__0.mp4,8224,basketball.n.02,False,179,153,"[""ObjaBasketball|4|0""]",1,1,,,UNVALIDATED_METADATA_GATE_BLOCKED,NOT_DERIVED_GATE_BLOCKED,,,False,EXISTING_HISTORICAL_EVIDENCE_NO_NEW_ROLLOUT
